t,i,j,readers
1499937100,512,1053,"['011', '305']"
1499937100,512,1852,"['011', '305']"
1499937100,553,888,['011']
1499937100,553,1212,"['011', '305']"
1499937100,574,882,"['015', '036', '305']"
1499937100,574,1748,"['015', '036', '305']"
1499937100,649,1668,"['015', '078']"
1499937100,882,1748,"['036', '305']"
1499937100,1401,1409,"['294', '305']"
1499937100,1457,1502,"['011', '305']"
1499937100,1457,1677,"['011', '305']"
1499937100,1457,1889,"['011', '305']"
1499937120,47,558,"['005', '036']"
1499937120,49,173,"['011', '305']"
1499937120,49,496,"['011', '305']"
1499937120,158,1168,['154']
1499937120,158,1457,['154']
1499937120,158,1677,"['011', '036', '154']"
1499937120,318,1076,"['005', '011', '036', '305']"
1499937120,333,461,"['005', '014', '036', '305']"
1499937120,333,710,"['005', '014', '036', '305']"
1499937120,333,1168,"['005', '014', '036', '305']"
1499937120,333,1677,"['005', '011', '014', '036', '305']"
1499937120,461,1677,"['011', '036']"
1499937120,502,1464,"['011', '305']"
1499937120,548,1852,['154']
1499937120,558,1168,"['005', '036']"
1499937120,581,744,"['011', '014', '036', '082', '154', '305']"
1499937120,845,1076,"['005', '011', '036', '305']"
1499937120,1202,1401,"['014', '036', '305']"
1499937120,1677,1852,"['011', '036', '154']"
1499937120,1818,1852,['154']
1499937120,1852,1889,['154']
1499937140,101,1811,['036']
1499937140,162,882,"['011', '015', '036', '305']"
1499937140,193,502,"['011', '036', '305']"
1499937140,221,882,"['011', '015', '036', '305']"
1499937140,296,649,"['015', '078']"
1499937140,314,1053,"['011', '305']"
1499937140,353,1116,['005']
1499937140,387,453,"['011', '036']"
1499937140,387,710,"['011', '036']"
1499937140,502,695,"['011', '014', '036', '305']"
1499937140,502,1464,"['011', '036', '305']"
1499937140,519,1063,"['005', '011', '036']"
1499937140,548,1889,"['005', '011']"
1499937140,574,882,"['011', '015', '036', '305']"
1499937140,579,737,"['005', '011', '036', '082', '305']"
1499937140,695,741,"['011', '014', '305']"
1499937140,695,1037,"['011', '014', '305']"
1499937140,882,1748,"['011', '015', '036', '305']"
1499937140,1063,1457,"['005', '011', '036']"
1499937140,1190,1811,['036']
1499937140,1644,1818,"['036', '305']"
1499937160,49,173,"['005', '011', '036', '154', '305']"
1499937160,79,888,"['011', '015', '036', '305']"
1499937160,162,574,"['011', '036', '305']"
1499937160,173,496,"['005', '011', '036', '154', '305']"
1499937160,173,1889,"['005', '011', '036', '154', '305']"
1499937160,209,1409,"['005', '036', '154', '305']"
1499937160,299,1668,['078']
1499937160,347,1809,"['011', '015', '294', '305']"
1499937160,454,480,"['005', '036']"
1499937160,519,1063,['036']
1499937160,574,882,"['011', '036', '305']"
1499937160,574,1748,"['011', '036', '305']"
1499937160,649,1668,['078']
1499937160,1202,1409,"['005', '036', '154', '305']"
1499937160,1401,1409,"['005', '036', '154', '305']"
1499937160,1409,1902,"['005', '036', '154', '305']"
1499937160,1452,1551,"['036', '082', '430']"
1499937160,1502,1889,"['011', '154']"
1499937180,49,496,"['011', '305']"
1499937180,101,995,['305']
1499937180,101,1190,['305']
1499937180,101,1811,['305']
1499937180,173,496,"['011', '305']"
1499937180,209,995,"['011', '305']"
1499937180,255,333,"['005', '011', '305']"
1499937180,333,1677,"['005', '011', '036', '305']"
1499937180,453,1677,"['036', '305']"
1499937180,502,1464,"['036', '305']"
1499937180,581,744,"['005', '011']"
1499937180,884,1449,['303']
1499937180,995,1422,['305']
1499937180,1202,1401,"['011', '036', '305']"
1499937180,1401,1409,"['011', '036', '305']"
1499937200,49,1080,"['005', '036', '305']"
1499937200,101,1811,"['011', '036', '305']"
1499937200,162,882,"['011', '015', '036', '305']"
1499937200,234,1080,"['005', '036', '305']"
1499937200,255,387,"['005', '036', '305']"
1499937200,296,649,"['015', '078']"
1499937200,314,512,"['011', '036', '305']"
1499937200,314,1053,"['011', '036', '305']"
1499937200,318,845,"['036', '154']"
1499937200,318,1076,"['036', '154']"
1499937200,333,387,"['005', '036', '305']"
1499937200,347,882,"['011', '015', '036', '305']"
1499937200,387,544,"['005', '036', '305']"
1499937200,502,1464,"['011', '305']"
1499937200,519,1063,['036']
1499937200,574,882,"['011', '015', '036', '305']"
1499937200,695,1037,"['036', '305']"
1499937200,882,995,"['011', '015', '036', '305']"
1499937200,882,1422,"['011', '015', '036', '305']"
1499937200,1190,1811,"['011', '036', '305']"
1499937200,1202,1902,"['005', '036', '305']"
1499937200,1644,1818,"['005', '036', '305']"
1499937220,45,1212,['011']
1499937220,79,888,"['011', '015', '036', '305']"
1499937220,101,1190,['036']
1499937220,173,496,"['005', '011', '036', '305']"
1499937220,173,1889,"['005', '011', '036', '305']"
1499937220,221,574,"['011', '036', '154', '305']"
1499937220,299,1668,"['015', '078']"
1499937220,347,1809,"['015', '036', '305']"
1499937220,453,1795,"['005', '011', '036', '305']"
1499937220,557,1668,"['015', '078']"
1499937220,574,882,"['011', '036', '154']"
1499937220,1190,1811,['036']
1499937220,1202,1409,"['011', '305']"
1499937220,1202,1902,['305']
1499937220,1401,1409,"['011', '014', '305']"
1499937220,1409,1902,"['011', '305']"
1499937220,1457,1502,"['005', '011', '036', '154', '305']"
1499937220,1457,1889,"['005', '011', '036', '154', '305']"
1499937240,101,921,['305']
1499937240,101,995,"['011', '036', '305']"
1499937240,101,1190,['305']
1499937240,101,1811,['305']
1499937240,255,333,"['005', '036']"
1499937240,318,1076,['011']
1499937240,333,1677,"['005', '036', '305']"
1499937240,502,1464,"['005', '036', '154', '305']"
1499937240,553,581,['011']
1499937240,553,744,['154']
1499937240,581,744,"['011', '154']"
1499937240,695,1037,['011']
1499937240,744,1748,['154']
1499937240,845,1076,['011']
1499937240,995,1422,"['011', '036', '305']"
1499937260,47,558,"['005', '036', '082']"
1499937260,47,579,"['005', '036', '082', '305']"
1499937260,101,1811,"['011', '015', '036', '305']"
1499937260,162,882,"['011', '015', '305']"
1499937260,296,649,"['015', '078']"
1499937260,299,557,"['015', '078']"
1499937260,314,512,"['011', '305']"
1499937260,314,1053,"['011', '305']"
1499937260,353,1116,"['036', '305']"
1499937260,453,553,"['011', '036', '305']"
1499937260,453,1818,"['011', '036', '305']"
1499937260,461,579,"['005', '036', '082', '305']"
1499937260,502,1464,['011']
1499937260,553,1818,"['011', '036', '305']"
1499937260,574,882,"['011', '015', '305']"
1499937260,882,1422,"['011', '015', '305']"
1499937260,921,1811,"['011', '015', '036', '305']"
1499937260,1644,1818,"['011', '036', '305']"
1499937260,1818,1887,"['011', '036', '305']"
1499937280,79,888,"['005', '011', '014', '305']"
1499937280,79,1748,"['011', '305']"
1499937280,173,487,"['011', '305']"
1499937280,173,496,"['011', '305']"
1499937280,221,882,['305']
1499937280,299,557,['078']
1499937280,314,512,"['011', '305']"
1499937280,347,1809,"['015', '036', '305']"
1499937280,453,1795,"['005', '036', '305']"
1499937280,454,480,['005']
1499937280,512,1053,"['011', '305']"
1499937280,512,1748,"['011', '305']"
1499937280,574,882,"['011', '036']"
1499937280,574,1748,"['011', '036', '305']"
1499937280,695,1212,['011']
1499937280,888,1748,"['005', '011', '014', '305']"
1499937280,1037,1212,['011']
1499937280,1202,1409,"['036', '305']"
1499937280,1202,1902,"['036', '305']"
1499937280,1644,1818,"['005', '036']"
1499937300,46,221,"['011', '014', '305']"
1499937300,46,502,"['011', '014', '305']"
1499937300,46,741,"['011', '014', '305']"
1499937300,101,921,"['011', '014', '036', '305']"
1499937300,101,1190,"['011', '014', '036', '305']"
1499937300,101,1811,"['011', '014', '036', '305']"
1499937300,181,1260,"['005', '036', '154']"
1499937300,318,845,['305']
1499937300,333,461,"['005', '036', '305']"
1499937300,333,1677,"['005', '011', '036', '305']"
1499937300,347,1809,"['036', '305']"
1499937300,387,461,['005']
1499937300,461,1609,"['005', '036']"
1499937300,461,1677,"['005', '011', '036']"
1499937300,502,1464,"['011', '036', '154']"
1499937300,581,744,"['005', '011', '154', '305']"
1499937300,634,1609,"['005', '036']"
1499937300,845,1076,['305']
1499937300,995,1422,['036']
1499937300,1609,1889,"['005', '036']"
1499937320,28,1401,"['036', '305']"
1499937320,47,558,"['005', '011', '036', '082']"
1499937320,101,1811,"['036', '305']"
1499937320,162,882,"['011', '305']"
1499937320,173,703,"['011', '036', '305']"
1499937320,213,1441,['005']
1499937320,234,1080,"['005', '011', '036', '305']"
1499937320,296,649,"['015', '078']"
1499937320,299,649,"['015', '078']"
1499937320,314,512,"['011', '305']"
1499937320,314,1053,"['011', '305']"
1499937320,353,1116,"['005', '036']"
1499937320,487,703,"['011', '036', '305']"
1499937320,502,1464,['011']
1499937320,512,1053,['305']
1499937320,519,1063,"['005', '036', '305']"
1499937320,695,1037,"['036', '305']"
1499937320,695,1212,"['036', '305']"
1499937320,703,1401,"['011', '036', '305']"
1499937320,882,1422,"['011', '305']"
1499937320,921,1811,"['036', '305']"
1499937320,991,1409,"['005', '036', '305']"
1499937320,1190,1811,"['036', '305']"
1499937320,1644,1818,"['005', '011', '036', '305']"
1499937340,79,703,['011']
1499937340,79,1401,['011']
1499937340,79,1748,['011']
1499937340,79,1887,['011']
1499937340,101,1190,"['036', '305']"
1499937340,296,299,"['015', '078']"
1499937340,299,649,"['015', '078']"
1499937340,314,512,['011']
1499937340,429,1190,"['036', '305']"
1499937340,447,1108,"['038', '075', '430']"
1499937340,454,480,"['005', '036']"
1499937340,500,953,['036']
1499937340,703,1748,['011']
1499937340,888,1748,"['011', '014', '305']"
1499937340,921,1190,"['036', '305']"
1499937340,1190,1811,"['036', '305']"
1499937340,1202,1409,['305']
1499937340,1202,1902,['305']
1499937340,1644,1818,"['011', '036', '305']"
1499937360,181,1260,"['005', '036']"
1499937360,318,845,"['005', '011']"
1499937360,333,461,"['005', '011', '036', '305']"
1499937360,333,1677,"['005', '011', '036', '305']"
1499937360,387,461,"['005', '011', '036', '305']"
1499937360,461,1677,"['005', '011', '036', '305']"
1499937360,502,1464,"['011', '036', '154', '305']"
1499937360,519,1063,"['036', '305']"
1499937360,581,744,"['005', '011', '305']"
1499937360,695,1037,"['011', '305']"
1499937360,845,1889,"['005', '011']"
1499937360,995,1401,"['036', '305']"
1499937360,995,1422,"['036', '305']"
1499937380,49,210,['421']
1499937380,101,1811,['036']
1499937380,162,882,"['011', '036', '305']"
1499937380,173,1889,"['011', '036']"
1499937380,221,1889,"['011', '036']"
1499937380,296,649,"['015', '078']"
1499937380,299,649,"['015', '078']"
1499937380,353,1116,['036']
1499937380,429,882,"['011', '036', '305']"
1499937380,429,1811,['036']
1499937380,502,703,"['036', '305']"
1499937380,502,708,"['036', '305']"
1499937380,502,852,"['036', '305']"
1499937380,502,1464,"['036', '305']"
1499937380,540,974,['015']
1499937380,695,741,"['011', '036', '305']"
1499937380,695,1037,"['011', '036', '305']"
1499937380,695,1212,"['011', '036', '305']"
1499937380,741,882,"['011', '036', '305']"
1499937380,845,1889,"['011', '036']"
1499937380,882,1190,"['011', '036', '305']"
1499937380,921,1811,['036']
1499937380,1063,1911,"['005', '036', '305']"
1499937380,1190,1811,['036']
1499937380,1502,1889,"['011', '036']"
1499937380,1644,1818,"['036', '305']"
1499937380,1889,1913,"['011', '036']"
1499937400,79,888,"['005', '011', '014', '036', '305']"
1499937400,79,1748,"['011', '036', '305']"
1499937400,101,1190,"['011', '305']"
1499937400,296,299,"['015', '078']"
1499937400,299,649,"['015', '078']"
1499937400,314,1748,"['011', '305']"
1499937400,453,1795,"['005', '036', '305']"
1499937400,454,480,"['005', '036']"
1499937400,512,1190,"['011', '305']"
1499937400,888,1748,"['005', '011', '014', '305']"
1499937400,1190,1811,"['011', '305']"
1499937400,1644,1818,"['036', '305']"
1499937420,209,1452,"['154', '430']"
1499937420,255,461,"['011', '036', '305']"
1499937420,314,741,"['011', '014', '154', '305']"
1499937420,333,461,"['005', '011', '036', '305']"
1499937420,333,1677,"['005', '011', '036']"
1499937420,347,1809,['305']
1499937420,387,461,"['011', '036', '305']"
1499937420,461,845,"['011', '036', '305']"
1499937420,461,1677,"['005', '011', '036', '305']"
1499937420,461,1913,"['011', '036', '305']"
1499937420,502,1464,"['005', '011', '305']"
1499937420,581,744,"['011', '305']"
1499937420,597,1457,"['005', '036', '082']"
1499937420,695,1037,"['011', '036', '305']"
1499937420,741,1609,"['011', '014', '154', '305']"
1499937420,1464,1889,"['005', '011', '305']"
1499937440,47,558,['036']
1499937440,49,210,['421']
1499937440,162,882,"['011', '015', '036', '305']"
1499937440,296,299,"['015', '078']"
1499937440,353,1116,"['036', '305']"
1499937440,387,461,['154']
1499937440,387,1116,"['036', '154', '305']"
1499937440,502,1464,['011']
1499937440,512,882,"['011', '036', '305']"
1499937440,512,1811,['036']
1499937440,581,744,"['005', '011', '036']"
1499937440,695,741,"['011', '036']"
1499937440,695,1037,"['011', '036']"
1499937440,695,1212,"['011', '036']"
1499937440,695,1889,"['005', '011', '036', '305']"
1499937440,882,1887,"['011', '036', '305']"
1499937440,1190,1811,['036']
1499937440,1644,1818,"['005', '036', '082']"
1499937460,79,221,"['011', '036', '305']"
1499937460,79,649,"['036', '305']"
1499937460,79,1748,"['011', '036', '078', '305']"
1499937460,101,921,"['011', '036']"
1499937460,101,1190,['036']
1499937460,221,649,['011']
1499937460,221,888,"['011', '036', '154', '305']"
1499937460,221,1748,"['011', '078']"
1499937460,254,1887,"['011', '014', '036', '305']"
1499937460,296,299,"['015', '078']"
1499937460,387,461,"['036', '305']"
1499937460,454,480,"['005', '036']"
1499937460,512,1190,['036']
1499937460,540,974,['305']
1499937460,649,1887,"['011', '014', '036', '305']"
1499937460,888,1748,"['011', '036', '078', '154', '305']"
1499937460,995,1422,['305']
1499937460,1053,1190,['036']
1499937460,1190,1811,['036']
1499937460,1644,1818,"['005', '011', '036', '305']"
1499937460,1887,1889,"['011', '014', '036', '305']"
1499937480,32,1457,"['005', '011', '036']"
1499937480,32,1464,"['005', '305']"
1499937480,181,1260,['154']
1499937480,209,1452,['154']
1499937480,209,1551,['154']
1499937480,210,1492,['421']
1499937480,234,461,"['005', '011', '036', '305']"
1499937480,254,1464,"['005', '305']"
1499937480,318,1076,"['011', '036', '305']"
1499937480,333,387,"['005', '011', '014', '036', '305']"
1499937480,333,461,"['005', '011', '014', '036', '305']"
1499937480,333,465,"['005', '011', '014', '036', '305']"
1499937480,333,1116,"['005', '011', '014', '036', '305']"
1499937480,333,1677,"['005', '011', '014', '036', '305']"
1499937480,347,1809,['305']
1499937480,387,461,"['005', '011', '036', '305']"
1499937480,461,1677,"['005', '011', '036', '305']"
1499937480,487,1076,"['011', '036', '305']"
1499937480,502,1464,"['005', '305']"
1499937480,519,1063,"['036', '305']"
1499937480,581,744,"['011', '305']"
1499937480,597,710,"['005', '011', '036', '305']"
1499937480,597,1457,"['005', '011', '036', '305']"
1499937480,695,1037,"['011', '036']"
1499937480,741,1609,['011']
1499937480,741,1887,['011']
1499937480,845,1076,"['011', '036', '305']"
1499937480,1037,1212,"['011', '036']"
1499937480,1421,1457,"['005', '011', '036']"
1499937480,1457,1887,"['005', '011', '036']"
1499937500,47,558,"['005', '036', '082']"
1499937500,49,210,['421']
1499937500,49,1492,['421']
1499937500,162,882,"['011', '015', '036', '305']"
1499937500,173,695,"['011', '036', '305']"
1499937500,255,387,['154']
1499937500,296,299,"['015', '078']"
1499937500,333,387,['154']
1499937500,353,1116,['305']
1499937500,387,461,['154']
1499937500,387,1116,"['154', '305']"
1499937500,465,703,"['005', '011', '036', '305']"
1499937500,502,1464,['011']
1499937500,540,974,['015']
1499937500,581,744,"['005', '011', '036', '154']"
1499937500,649,695,"['011', '036', '305']"
1499937500,649,710,"['011', '036', '305']"
1499937500,649,1212,"['011', '036', '305']"
1499937500,695,710,"['011', '036', '305']"
1499937500,695,1037,"['011', '036', '305']"
1499937500,695,1212,"['011', '036', '305']"
1499937500,882,1422,['015']
1499937500,1644,1818,"['011', '036', '305']"
1499937520,79,221,"['011', '305']"
1499937520,79,1748,"['011', '305']"
1499937520,101,921,"['011', '305']"
1499937520,209,1452,"['082', '430']"
1499937520,221,888,"['011', '305']"
